,popularity,song_id,artist_id,album_id,song_name,artist_name,album_name,explicit,disc_number,track_number,uri,tempo,type,key,loudness,mode,speechiness,liveness,valence,danceability,energy,track_href,analysis_url,duration_ms,time_signature,acousticness,instrumentalness,artist_genres,artist_popularity,album_genres,album_popularity,album_release_date
812,57,5zN3VFmNhdOKxRElarvVq5,7sHWvTWufU865WrWckjyE0,03nq6Xfwd4y9HP9e1vEB94,Get Buck In Here,DJ Felli Fel,Get Buck In Here,True,1,1,spotify:track:5zN3VFmNhdOKxRElarvVq5,104.964,audio_features,3,-6.386,0,0.332,0.0758,0.376,0.639,0.709,https://api.spotify.com/v1/tracks/5zN3VFmNhdOKxRElarvVq5,https://api.spotify.com/v1/audio-analysis/5zN3VFmNhdOKxRElarvVq5,229493,4,0.191,0.0,['pop rap'],45,[],48,2007-01-01
813,0,1K3J9tqoTxv3DUXQ2DU6RA,3tfvbZH6F0K6qDGx9t0Eh9,0uSkfEojoCHSd0oR0781Fy,He'll Be Dead In 2 Years,Chris Oliver,The 4 Track Sessions 2003-2007,False,1,8,spotify:track:1K3J9tqoTxv3DUXQ2DU6RA,136.725,audio_features,6,-18.481,0,0.0382,0.102,0.157,0.585,0.144,https://api.spotify.com/v1/tracks/1K3J9tqoTxv3DUXQ2DU6RA,https://api.spotify.com/v1/audio-analysis/1K3J9tqoTxv3DUXQ2DU6RA,123350,4,0.924,0.924,[],0,[],0,2021-03-07
814,0,0RY8bAQKtNXYkTr5QW5ooK,2IYfNXFeQLyNhYaU1I0ZiI,7uM7lrh7VNcH4PG6Zgiuox,Year Zero (parts 1 to 4),Galahad,Sleepless in Phoenixville - Live at RoSfest 2007,False,1,2,spotify:track:0RY8bAQKtNXYkTr5QW5ooK,131.195,audio_features,5,-10.372,1,0.0689,0.452,0.0675,0.302,0.658,https://api.spotify.com/v1/tracks/0RY8bAQKtNXYkTr5QW5ooK,https://api.spotify.com/v1/audio-analysis/0RY8bAQKtNXYkTr5QW5ooK,797253,4,0.0366,0.241,"['crossover prog', 'deep progressive rock', 'neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']",25,[],1,2010-01-01
815,53,3I7IGPFe0DoNXZI9JDYa5P,7xklw3WodFZiNNmQt3DIgp,7E31adfdc3ljGnxjZVF6et,Everything's Magic,Angels & Airwaves,I-Empire,False,1,2,spotify:track:3I7IGPFe0DoNXZI9JDYa5P,216.02,audio_features,0,-3.3,1,0.0458,0.147,0.859,0.409,0.933,https://api.spotify.com/v1/tracks/3I7IGPFe0DoNXZI9JDYa5P,https://api.spotify.com/v1/audio-analysis/3I7IGPFe0DoNXZI9JDYa5P,231413,4,6.54e-05,5.17e-05,"['modern rock', 'pop punk', 'socal pop punk']",62,[],53,2007-01-01
816,0,4l4Bzn7IS7oHF7fpjq0KHP,1BuUb23HHRYDgvSLnllUJS,3RkIugNefbSyhGjHrDHoZD,Gallowhill - Live at The Bongo Club Edinburgh 2007,Lau,Home Is Where The Art Is: 15 Years of Reveal Records 2006-2021,False,3,17,spotify:track:4l4Bzn7IS7oHF7fpjq0KHP,81.285,audio_features,7,-13.981,1,0.0316,0.851,0.195,0.264,0.159,https://api.spotify.com/v1/tracks/4l4Bzn7IS7oHF7fpjq0KHP,https://api.spotify.com/v1/audio-analysis/4l4Bzn7IS7oHF7fpjq0KHP,432187,5,0.903,0.00161,"['british folk', 'celtic', 'scottish folk', 'traditional british folk']",30,[],7,2020-12-11
817,72,2uMoRVFsd7ET4bLrDqu6y8,07PdYoE4jVRF6Ut40GgVSP,5iZB8JDxunNlWFTc3BdEHp,Todas Mueren por Mí,Cartel De Santa,Greatest - Hits,True,1,2,spotify:track:2uMoRVFsd7ET4bLrDqu6y8,92.007,audio_features,0,-6.687,1,0.109,0.2,0.605,0.904,0.699,https://api.spotify.com/v1/tracks/2uMoRVFsd7ET4bLrDqu6y8,https://api.spotify.com/v1/audio-analysis/2uMoRVFsd7ET4bLrDqu6y8,221773,4,0.0279,0.00393,"['latin hip hop', 'mexican hip hop']",79,[],68,2007-05-22
818,66,0HUGDASmCfQ6SAN4WBr8wT,07PdYoE4jVRF6Ut40GgVSP,5iZB8JDxunNlWFTc3BdEHp,La Pelotona,Cartel De Santa,Greatest - Hits,True,1,3,spotify:track:0HUGDASmCfQ6SAN4WBr8wT,168.071,audio_features,0,-7.876,1,0.041,0.175,0.618,0.689,0.74,https://api.spotify.com/v1/tracks/0HUGDASmCfQ6SAN4WBr8wT,https://api.spotify.com/v1/audio-analysis/0HUGDASmCfQ6SAN4WBr8wT,221600,4,0.016,0.0475,"['latin hip hop', 'mexican hip hop']",79,[],68,2007-05-22
819,65,1dndIoArEd9c27oqi4Wqmd,07PdYoE4jVRF6Ut40GgVSP,1s6Kp6CZX6bvDSfXHxhrMW,Hey Si Me Ven,Cartel De Santa,Volumen Prohibido,True,1,5,spotify:track:1dndIoArEd9c27oqi4Wqmd,88.02,audio_features,2,-7.928,1,0.405,0.103,0.261,0.913,0.304,https://api.spotify.com/v1/tracks/1dndIoArEd9c27oqi4Wqmd,https://api.spotify.com/v1/audio-analysis/1dndIoArEd9c27oqi4Wqmd,223067,4,0.0761,0.000275,"['latin hip hop', 'mexican hip hop']",79,[],63,2007
820,53,6MnFB3qurhmGs1xdjrz5Bg,1fQ46lgoUCz8FVXdTVNk0a,461UiTpF7jyEZN42oEOS5w,A Bay Bay,Hurricane Chris,A Bay Bay,False,1,1,spotify:track:6MnFB3qurhmGs1xdjrz5Bg,60.709,audio_features,6,-4.884,1,0.514,0.0924,0.702,0.577,0.668,https://api.spotify.com/v1/tracks/6MnFB3qurhmGs1xdjrz5Bg,https://api.spotify.com/v1/audio-analysis/6MnFB3qurhmGs1xdjrz5Bg,257120,3,0.105,0.0,"['deep southern trap', 'dirty south rap', 'gangster rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",45,[],45,2007-06-19
821,0,2o40bPPm1tzfpqDFYCGry2,2sCCfhwOOFdNuF2Dmr0gs3,5ha18vra4iMO92cl8ewU3P,Four Years to Be an Artist - Live,And What Will Be Left Of Them?,Live at Pop-Art London (2007 Bootleg),False,1,6,spotify:track:2o40bPPm1tzfpqDFYCGry2,85.793,audio_features,8,-13.401,0,0.356,0.587,0.181,0.352,0.698,https://api.spotify.com/v1/tracks/2o40bPPm1tzfpqDFYCGry2,https://api.spotify.com/v1/audio-analysis/2o40bPPm1tzfpqDFYCGry2,212506,4,0.596,0.00139,[],0,[],0,2020-11-07
822,0,5zevFdyTFPl8cIAIr3ftN3,03ZMo9dXcY1Yi2Y09xUw2t,6hECIiDabaomvdVZr16Tsf,Changing Before The New Year -John E. Jones,John E. Jones,Hands Across America 2007 Vol.7,False,1,3,spotify:track:5zevFdyTFPl8cIAIr3ftN3,75.321,audio_features,6,-16.171,1,0.072,0.126,0.213,0.43,0.245,https://api.spotify.com/v1/tracks/5zevFdyTFPl8cIAIr3ftN3,https://api.spotify.com/v1/audio-analysis/5zevFdyTFPl8cIAIr3ftN3,219040,4,0.671,0.239,[],0,[],0,2007-01-01
